	sourcepage	rebuttalpage
9021	http://www.safeminds.org/blog/2014/01/23/new-disclosures-vaccine-safety-datalink-vsd/	http://scienceblogs.com/insolence/2014/02/26/acid-flashbacks-to-antivaccine-conspiracy-theories-from-nine-years-ago/
9022	http://www.safeminds.org/blog/2014/01/23/new-disclosures-vaccine-safety-datalink-vsd/	http://www.forbes.com/sites/emilywillingham/2014/02/22/is-the-cdc-hiding-data-about-mercury-vaccines-and-autism/
9023	http://www.autisminvestigated.com/vaccine-cdc-autism-thimerosal/	http://scienceblogs.com/insolence/2014/02/26/acid-flashbacks-to-antivaccine-conspiracy-theories-from-nine-years-ago/
9024	http://www.autisminvestigated.com/vaccine-cdc-autism-thimerosal/	http://www.forbes.com/sites/emilywillingham/2014/02/22/is-the-cdc-hiding-data-about-mercury-vaccines-and-autism/
9025	http://www.ageofautism.com/2014/02/cdc-more-evidence-of-a-mercury-over-up.html	http://scienceblogs.com/insolence/2014/02/26/acid-flashbacks-to-antivaccine-conspiracy-theories-from-nine-years-ago/
9026	http://www.ageofautism.com/2014/02/cdc-more-evidence-of-a-mercury-over-up.html	http://www.forbes.com/sites/emilywillingham/2014/02/22/is-the-cdc-hiding-data-about-mercury-vaccines-and-autism/
9027	http://www.naturalnews.com/045418_flu_shots_influenza_vaccines_mercury.html	http://scienceblogs.com/insolence/2014/06/03/adams-turns-his-mad-science-skillz-to-analyzing-a-flu-vaccine/
9028	http://www.naturalnews.com/042791_scientific_breakthroughs_food_science_Health_Ranger.html	http://scienceblogs.com/insolence/2014/06/03/adams-turns-his-mad-science-skillz-to-analyzing-a-flu-vaccine/
9030	http://www.dailymail.co.uk/news/article-2645963/Chinese-man-gets-stuck-South-Korea-son-4-doodles-passport-picture.html	http://www.cracked.com/quick-fixes/5-b.s.-news-stories-that-fooled-your-friends-part-23/?utm_source=facebook&utm_medium=fanpage&utm_campaign=new+article&wa_ibsrc=fanpage
9031	http://www.dailymail.co.uk/news/article-2645963/Chinese-man-gets-stuck-South-Korea-son-4-doodles-passport-picture.html	http://blogs.wsj.com/korearealtime/2014/06/05/that-great-passport-doodle-story-yep-a-fake/
9032	http://www.nationalreview.com/article/379188/laverne-cox-not-woman-kevin-d-williamson	http://www.skepticink.com/ts/2014/06/10/tipping-point/
9033	http://www.emfnews.org/microwaved_water.html	http://www.snopes.com/science/microwave/plants.asp
9039	http://www.autismone.org/content/vaccine-industry-watchdog-obtains-cdc-docs-show-statistically-significant-risks-autism-assoc	http://www.forbes.com/sites/emilywillingham/2014/03/01/who-was-first-with-shocking-cdc-autism-data/
9040	http://thoughtcatalog.com/jamie-perry/2013/11/5-warnings-for-dating-a-generation-y-military-man/	http://taskandpurpose.com/seriously-though-heres-date-modern-veterans/
9041	http://www.amazon.com/Manual-Creating-Atheists-Peter-Boghossian/dp/1939578094	http://www.catholic.com/blog/trent-horn/a-manual-for-creating-atheists-a-critical-review
9042	http://www.amazon.com/Manual-Creating-Atheists-Peter-Boghossian-ebook/dp/B00GBBAP9I	http://www.catholic.com/blog/trent-horn/a-manual-for-creating-atheists-a-critical-review
9043	http://www.amazon.com.au/Manual-Creating-Atheists-Peter-Boghossian-ebook/dp/B00GBBAP9I	http://www.catholic.com/blog/trent-horn/a-manual-for-creating-atheists-a-critical-review
9044	http://www.barnesandnoble.com/w/a-manual-for-creating-atheists-peter-boghossian/1115402877?ean=9781939578099	http://www.catholic.com/blog/trent-horn/a-manual-for-creating-atheists-a-critical-review
9045	https://drive.google.com/folderview?id=0BylTkBKLYRQPSlppd3EydjBKODQ&usp=sharing	http://www.catholic.com/blog/trent-horn/a-manual-for-creating-atheists-a-critical-review
9046	http://www.amazon.com/Manual-Creating-Atheists-Peter-Boghossian/dp/1939578094	http://www.thinkingchristian.net/posts/2013/10/review-boghossians-manual-creating-atheists/
9047	http://www.amazon.com/Manual-Creating-Atheists-Peter-Boghossian-ebook/dp/B00GBBAP9I	http://www.thinkingchristian.net/posts/2013/10/review-boghossians-manual-creating-atheists/
9048	http://www.amazon.com.au/Manual-Creating-Atheists-Peter-Boghossian-ebook/dp/B00GBBAP9I	http://www.thinkingchristian.net/posts/2013/10/review-boghossians-manual-creating-atheists/
9049	http://www.barnesandnoble.com/w/a-manual-for-creating-atheists-peter-boghossian/1115402877?ean=9781939578099	http://www.thinkingchristian.net/posts/2013/10/review-boghossians-manual-creating-atheists/
9050	https://drive.google.com/folderview?id=0BylTkBKLYRQPSlppd3EydjBKODQ&usp=sharing	http://www.thinkingchristian.net/posts/2013/10/review-boghossians-manual-creating-atheists/
9051	http://www.amazon.com/Manual-Creating-Atheists-Peter-Boghossian/dp/1939578094	http://www.firstthings.com/blogs/firstthoughts/2014/06/the-pontificate-of-peter-boghossian
9052	http://www.amazon.com/Manual-Creating-Atheists-Peter-Boghossian-ebook/dp/B00GBBAP9I	http://www.firstthings.com/blogs/firstthoughts/2014/06/the-pontificate-of-peter-boghossian
9053	http://www.amazon.com.au/Manual-Creating-Atheists-Peter-Boghossian-ebook/dp/B00GBBAP9I	http://www.firstthings.com/blogs/firstthoughts/2014/06/the-pontificate-of-peter-boghossian
9054	http://www.barnesandnoble.com/w/a-manual-for-creating-atheists-peter-boghossian/1115402877?ean=9781939578099	http://www.firstthings.com/blogs/firstthoughts/2014/06/the-pontificate-of-peter-boghossian
9055	https://drive.google.com/folderview?id=0BylTkBKLYRQPSlppd3EydjBKODQ&usp=sharing	http://www.firstthings.com/blogs/firstthoughts/2014/06/the-pontificate-of-peter-boghossian
9063	http://www.trouw.nl/tr/nl/4504/Economie/article/detail/3669554/2014/06/10/Havendirecteur-Milieuregels-schaden-belang-Rotterdam.dhtml	http://www.huffingtonpost.com/peter-h-gleick/will-new-climate-regulati_b_5432090.html?fb_action_ids=10154262371645311&fb_action_types=og.likes
9064	http://time.com/135480/transgender-tipping-point/	http://rbutr.com/http://www.nationalreview.com/article/379188/laverne-cox-not-woman-kevin-d-williamson
9066	http://www.theguardian.com/commentisfree/2014/jun/12/obesity-disability-eu-court-ruling-addiction-food?CMP=twt_gu	http://synapses.co.za/pseudoscience-friday-sweden-sugar-addiction/
9067	http://www.rbutr.com/http://www.abc.net.au/news/2014-06-11/doubt-over-safety-of-gm-grain-trials/5515192	http://skepticallychallenged.org/abc-and-credulous-reporting/
9068	http://www.eurekalert.org/pub_releases/2014-05/ctco-ctc052814.php	http://edzardernst.com/2014/06/tai-chi-for-a-longer-life/
9069	http://www.nbc4i.com/story/25676602/superior-magnetics-announced-new-magnetic-bracelet-for-pain-relief	http://edzardernst.com/2014/06/magnetic-bracelets-a-paradise-for-charlatans/
9070	http://ohmyz.sh/	http://blog.existentialize.com/dont-pipe-to-your-shell.html
9072	http://transcripts.cnn.com/TRANSCRIPTS/1406/09/cfr.01.html	http://www.fair.org/blog/2014/06/11/crossfire-clueless-on-israeli-occupation/?utm_source=rss&utm_medium=rss&utm_campaign=crossfire-clueless-on-israeli-occupation
9073	http://time.com/2826277/the-myth-of-inevitability/	http://www.fair.org/blog/2014/06/10/joe-klein-on-the-itchy-grievances-of-minority-groups/
9074	http://humansarefree.com/2013/12/is-our-moon-hollow-spaceship.html	http://richarddawkins.net/2014/06/earth-is-around-60-million-years-older-than-previously-thought-and-so-is-the-moon-new-research-finds/
9075	http://articles.mercola.com/sites/articles/archive/2013/10/06/dr-huber-gmo-foods.aspx	http://controlledrelease.blogspot.com/2014/05/glyphosate-isnt-antibiotic.html
9077	http://www.theguardian.com/commentisfree/belief/2014/jun/11/horror-mass-baby-grave-ireland-instinctive-religiosity	http://whyevolutionistrue.wordpress.com/2014/06/12/andrew-brown-minimizes-religions-role-in-killing-irish-babies-but-says-that-were-all-religious/
9078	http://www.floww.com/en	http://www.pepijnvanerp.nl/2014/06/the-incredible-floww-health-technology/
9079	http://www.floww.com/en/news/2014/04/04/professor-dr-anna-van-wersch-tests-blood-on-the-effect-of-mobilefloww#.U5omp5R_usY	http://www.pepijnvanerp.nl/2014/06/the-incredible-floww-health-technology/
9081	http://www.floww.com/en/about-floww/how-it-works	http://www.pepijnvanerp.nl/2014/06/the-incredible-floww-health-technology/
9082	https://www.ns-health.com.au/Floww-Health-Protection.html	http://www.pepijnvanerp.nl/2014/06/the-incredible-floww-health-technology/
9083	http://triggeralert.blogspot.com/2012/05/12-reasons-men-are-second-class.html	http://debunkingmras.wordpress.com/2014/03/12/debunking-the-mens-rights-movement-x/
9084	http://www.realmilk.com/	http://www.foodsmart.govt.nz/food-safety/high-risk-foods/raw-milk/rawmilk.htm
9086	http://www.villagemilk.co.nz/	http://www.foodsmart.govt.nz/food-safety/high-risk-foods/raw-milk/rawmilk.htm
9088	http://www.christianitytoday.com/le/channel/utilities/print.html?type=article&id=118972	http://www.patheos.com/blogs/friendlyatheist/2014/06/12/why-did-a-journal-for-christian-pastors-give-a-platform-to-a-sexual-predator/
9089	http://mogul.ws/guy-jumps-off-cliff-and-lands-next-to-great-white-shark-heart-stopping/	http://i.imgur.com/unkNEKD.png
9091	http://www.ncbi.nlm.nih.gov/pubmed/23609067	http://scienceblogs.com/insolence/2011/12/08/and-global-warming-is-caused-by-the-decr/
9101	http://truthseekerdaily.com/2014/06/this-invention-will-change-the-world-just-watch-2/	http://theness.com/neurologicablog/index.php/solar-freakin-roadways/
9102	https://en.wikipedia.org/wiki/Solar_Roadways	http://theness.com/neurologicablog/index.php/solar-freakin-roadways/
9103	https://www.facebook.com/solarroadways	http://theness.com/neurologicablog/index.php/solar-freakin-roadways/
9104	http://www.ns-health.ca/Floww-Health-Protection.html	http://www.pepijnvanerp.nl/2014/06/the-incredible-floww-health-technology/
9105	http://www.theatlantic.com/business/archive/2014/05/how-the-amazon-hachette-fight-could-shape-the-future-of-ideas/371756/	http://www.thepassivevoice.com/05/2014/how-the-amazon-hachette-fight-could-shape-the-future-of-ideas/
9106	http://www.zentrum-der-gesundheit.de/	http://www.spiegel.de/wirtschaft/service/verbraucherschuetzer-warnen-vor-ernaehrungsberatung-im-internet-a-906416.html
9108	http://www.zentrum-der-gesundheit.de/	http://blog.psiram.com/tag/zentrum-der-gesundheit/
9109	http://www.pnas.org/content/early/2014/05/29/1402786111	http://phenomena.nationalgeographic.com/2014/06/02/why-have-female-hurricanes-killed-more-people-than-male-ones/
9110	http://www.washingtonpost.com/blogs/capital-weather-gang/wp/2014/06/02/female-named-hurricanes-kill-more-than-male-because-people-dont-respect-them-study-finds/	http://mashable.com/2014/06/02/hurricanes-female-names/
9111	http://www.pnas.org/content/early/2014/05/29/1402786111	http://mashable.com/2014/06/02/hurricanes-female-names/
9112	http://www.washingtonpost.com/blogs/capital-weather-gang/wp/2014/06/02/female-named-hurricanes-kill-more-than-male-because-people-dont-respect-them-study-finds/	http://www.slate.com/blogs/future_tense/2014/06/03/are_hurricanes_named_after_women_more_dangerous_not_so_fast.html
9113	http://www.pnas.org/content/early/2014/05/29/1402786111	http://www.slate.com/blogs/future_tense/2014/06/03/are_hurricanes_named_after_women_more_dangerous_not_so_fast.html
9114	http://www.theguardian.com/environment/2014/may/12/western-antarctic-ice-sheet-collapse-has-already-begun-scientists-warn	http://wattsupwiththat.com/2014/05/12/the-guardians-suzanne-goldenberg-jumps-the-shark-again-gets-called-out-by-nyt/
9115	http://www.theguardian.com/environment/climate-consensus-97-per-cent/2014/jun/02/republican-witness-global-warming-consensus-real	http://richardtol.blogspot.com/2014/06/the-guardian-and-right-to-reply.html
9116	http://www.theguardian.com/environment/climate-consensus-97-per-cent/2014/jun/05/contrarians-accidentally-confirm-global-warming-consensus	http://richardtol.blogspot.com/2014/06/the-guardian-and-right-to-reply.html
9117	http://www.naturalnews.com/045563_aviation_fuel_toxic_lead_heavy_metals_pollution.html	https://www.metabunk.org/threads/debunked-irrefutable-proof-we-are-all-being-sprayed-with-poison-lead-in-avgas.3822/
9118	http://www.huffingtonpost.com/ronnie-cummins/moms-to-epa-recall-monsantos-roundup_b_5417927.html	http://theness.com/neurologicablog/index.php/moms-for-pseudoscience-roundup-edition/
9119	http://www.aim.org/aim-column/cop-killer-was-a-pothead/	http://www.salon.com/2014/06/13/right_wing_anger_turned_deadly_what_jerad_miller_mess_was_really_about/
9120	http://www.upworthy.com/what-if-coke-told-the-truth-in-their-ads-it-would-look-something-like-this-and-theyd-be-ruined	http://www.sciencebasedmedicine.org/are-artificial-sweeteners-safe/
9121	http://debunkingmras.wordpress.com/2014/03/12/debunking-the-mens-rights-movement-x/	http://eudaimonistic.tumblr.com/post/87479938319/debunking-the-mens-rights-movement
9122	http://theprincetontory.com/main/checking-my-privilege-character-as-the-basis-of-privilege/	http://www.newrepublic.com/article/117665/princeton-essay-check-your-privilege-raises-legitimate-gripes
9123	http://www.thedailybeast.com/articles/2014/06/09/hatriot-politics-created-the-las-vegas-killers.html	http://www.aim.org/aim-column/cop-killer-was-a-pothead/
9124	https://answersingenesis.org/jesus-christ/resurrection/resurrection-no-doubt-about-it/	http://rosarubicondior.blogspot.co.uk/2012/08/the-easter-challenge.html
9125	https://answersingenesis.org/missing-links/	http://rosarubicondior.blogspot.co.uk/2013/07/too-many-transitional-fossils_17.html
9126	https://answersingenesis.org/missing-links/	http://rosarubicondior.blogspot.co.uk/2012/07/evolution-making-monkey-of-creationists.html
9127	http://www.theatlantic.com/business/archive/2014/05/how-the-amazon-hachette-fight-could-shape-the-future-of-ideas/371756/	http://www.washingtonpost.com/business/2014/06/06/203176c4-eb5c-11e3-b98c-72cef4a00499_story.html
9128	http://www.kidspot.com.au/the-circumcision-controversy-just-got-even-more-contentious/	http://www.skeptic.org.uk/magazine/features/64-published/711-does-science-support-infant-circumcision-a-skeptical-reply-to-brian-morris
9129	https://medium.com/@zaron3/a-gentlemens-guide-to-rape-culture-7fc86c50dc4c	http://camelaw.wordpress.com/2014/06/14/profiling-and-fear/
9130	http://www.theguardian.com/commentisfree/2014/jun/06/richard-dawkins-lack-of-sympathy-for-religion-shame	http://www.patheos.com/blogs/friendlyatheist/2014/06/13/richard-dawkins-isnt-wrong-to-call-religious-beliefs-childish/
9131	http://religion.blogs.cnn.com/2014/06/10/meet-an-atheist-who-believes-in-god/	http://rationalityunleashed.net/2014/06/12/an-atheist-that-believes/
9132	http://www.todaychristian.net/7-things-that-prove-god-is-real/	http://richarddawkins.net/2014/03/an-awful-list-of-7-things-that-prove-god-is-real/
9133	http://tellmenow.com/2014/05/video-proof-showing-no-planes-hit-the-wtc-on-911/	http://www.slate.com/articles/health_and_science/science/2014/06/conspiracy_videos_of_9_11_on_facebook_people_should_be_responsible_for_what.single.html
9134	http://news.mensactivism.org/	http://rationalityunleashed.net/2014/06/12/deconstructing-mens-rights-activism/
9135	http://mensrightsassociation.org/joomla/	http://rationalityunleashed.net/2014/06/12/deconstructing-mens-rights-activism/
9141	http://www.drroyspencer.com/2014/05/solar-roadways-project-a-really-bad-idea/	http://www.solarroadways.com/clearingthefreakinair.shtml
9142	http://www.equities.com/editors-desk/stocks/technology/why-the-solar-roadways-project-on-indiegogo-is-actually-really-silly	http://www.solarroadways.com/clearingthefreakinair.shtml
9143	http://jalopnik.com/why-the-solar-roadway-is-a-terrible-idea-1582519375	http://www.solarroadways.com/clearingthefreakinair.shtml
9144	http://www.extremetech.com/extreme/183130-solar-roadways-passes-1-4-million-in-crowdfunding-just-short-of-the-56-trillion-required-but-not-bad-for-a-crazy-idea	http://www.solarroadways.com/clearingthefreakinair.shtml
9145	http://www.drroyspencer.com/2014/05/why-are-solar-freakin-roadways-so-freakin-popular/	http://www.solarroadways.com/clearingthefreakinair.shtml
9147	http://theness.com/neurologicablog/index.php/solar-freakin-roadways/	http://www.solarroadways.com/clearingthefreakinair.shtml
9148	http://www.collective-evolution.com/2014/05/12/new-study-finds-organic-diet-for-one-week-drops-pesticide-levels-by-90-percent-in-adults/	http://rationalityunleashed.net/2014/06/15/pesticides-in-organic-and-conventional-farming/
9149	http://news.nationalpost.com/2014/06/02/cows-milk-is-good-for-calves-but-not-for-us-avoid-cancer-by-axing-dairy-meat-products-u-k-scientist-and-six-time-survivor-urges/	http://rationalityunleashed.net/2014/01/21/the-cancer-fallacy/
9150	http://www.collective-evolution.com/2013/02/13/soursop-graviola-cancer-cure-strong-evidnce/	http://rationalityunleashed.net/2014/01/21/the-cancer-fallacy/
9151	http://tilth.org/news/eating-organic-reduces-pesticide-exposure	http://rationalityunleashed.net/2014/06/15/pesticides-in-organic-and-conventional-farming/
9152	http://www.oeconline.org/our-work/healthier-lives/pollutioninpeople/solutions/pesticides	http://rationalityunleashed.net/2014/06/15/pesticides-in-organic-and-conventional-farming/
9153	http://www.naturalnews.com/045006_organic_foods_pesticide_exposure_phthalates.html#	http://rationalityunleashed.net/2014/06/15/pesticides-in-organic-and-conventional-farming/
9154	http://www.beyondpesticides.org/organicfood/health/	http://rationalityunleashed.net/2014/06/15/pesticides-in-organic-and-conventional-farming/
9155	http://ramsey-nj.patch.com/groups/evangel-michael-s-dcs-blog/p/eating-organic-reduces-pesticide-exposure-by-90	http://rationalityunleashed.net/2014/06/15/pesticides-in-organic-and-conventional-farming/
9156	http://www.npr.org/blogs/thesalt/2012/10/22/163407880/docs-say-choose-organic-food-to-reduce-kids-exposure-to-pesticides	http://rationalityunleashed.net/2014/06/15/pesticides-in-organic-and-conventional-farming/
9157	http://www.ewg.org/news/news-releases/2012/09/03/organic-produce-reduces-exposure-pesticides-research-confirms	http://rationalityunleashed.net/2014/06/15/pesticides-in-organic-and-conventional-farming/
9158	http://www.cornucopia.org/2014/05/another-reason-eat-organic-decrease-pesticide-exposure-90/	http://rationalityunleashed.net/2014/06/15/pesticides-in-organic-and-conventional-farming/
9159	http://www.epa.gov/pesticides/food/tips.htm	http://rationalityunleashed.net/2014/06/15/pesticides-in-organic-and-conventional-farming/
9160	http://eartheasy.com/blog/2010/05/6-ways-to-reduce-your-exposure-to-pesticides/	http://rationalityunleashed.net/2014/06/15/pesticides-in-organic-and-conventional-farming/
9162	http://www.nationalcenterformen.org/	http://rationalityunleashed.net/2014/06/12/deconstructing-mens-rights-activism/
9163	http://www.marksdailyapple.com/fasting-cancer/#axzz34iuKKQFH	http://rationalityunleashed.net/2014/06/07/fasting-cancer-and-sensationalism/
9164	http://www.healingcancernaturally.com/fasting-cure-for-health.html	http://rationalityunleashed.net/2014/06/07/fasting-cancer-and-sensationalism/
9165	http://www.naturalhealth365.com/food_news/kill-cancer.html	http://rationalityunleashed.net/2014/06/07/fasting-cancer-and-sensationalism/
9166	http://www.scientificamerican.com/article/fasting-might-boost-chemo/	http://rationalityunleashed.net/2014/06/07/fasting-cancer-and-sensationalism/
9167	http://rationallyspeakingpodcast.org/show/rs106-live-from-necss-with-lawrence-krauss.html	http://rationalityunleashed.net/page/2/
9168	http://rationallyspeakingpodcast.org/show/rs106-live-from-necss-with-lawrence-krauss.html	http://rationalityunleashed.net/2014/04/28/a-disheartening-experience-with-dr-lawrence-krauss/
9169	http://news.sky.com/story/775948/granny-72-having-a-baby-with-her-grandson	http://wafflesatnoon.com/pearl-carter-phil-bailey-real-or-hoax/
9170	http://www.staceymacdonald.ca/	http://www.sciencebasedmedicine.org/astrology-alchemyesp-and-reiki-one-of-these-is-not-like-the-other/
9171	http://www.staceymacdonald.ca/	http://whatstheharm.net/
9172	http://www.takepart.com/article/2014/06/14/oregon-first-state-map-gmo-fields	http://rationalityunleashed.net/2014/06/15/the-folly-of-gmo-field-mapping/
9173	http://bigstory.ap.org/article/oregon-hopes-be-first-state-map-gmo-fields	http://rationalityunleashed.net/2014/06/15/the-folly-of-gmo-field-mapping/
9174	http://www.checktheevidence.co.uk/cms/index.php?option=com_content&task=view&id=393&Itemid=50#_ftnref20	https://www.metabunk.org/threads/a-systematic-attempt-to-measure-air-traffic-levels-and-trails.3833/
9175	http://www.donotlink.com/framed?39864	http://www.petmd.com/blogs/fullyvetted/2012/dec/the-case-against-homeopathy-29567
9176	http://www.1080.org.nz/1_Welcome_to_ESPC%3B_an_overview.html	http://www.1080facts.co.nz/
9178	https://docs.google.com/a/wowcars.co.nz/file/d/0B6c0s3UWOsTXaS02NzRMLW8xNXc/edit	http://www.sciencemediacentre.co.nz/2009/11/13/doc-scientist-on-whiting-okeefe-paper-on-1080-and-birds/
9179	https://www.psychologicalscience.org/convention/program_2014/search/viewProgram.cfm?Abstract_ID=29380&AbType=&AbAuthor=256295&Subject_ID=&Day_ID=all&keyword=	https://ksj.mit.edu/tracker/2014/06/cat-people-smarter-than-dog-people-study-should-be-a-hoax-but-probably-isnt/
9180	http://www.carrollu.edu/newsevents/newsdetail.asp?id=2217	https://ksj.mit.edu/tracker/2014/06/cat-people-smarter-than-dog-people-study-should-be-a-hoax-but-probably-isnt/
9181	http://time.com/2798972/studies-show-cat-people-are-smarter-than-dog-people/	https://ksj.mit.edu/tracker/2014/06/cat-people-smarter-than-dog-people-study-should-be-a-hoax-but-probably-isnt/
9182	http://www.huffingtonpost.com/2014/05/29/cat-people-dog-people-intelligence_n_5412245.html	https://ksj.mit.edu/tracker/2014/06/cat-people-smarter-than-dog-people-study-should-be-a-hoax-but-probably-isnt/
9183	http://www.populartechnology.net/2013/05/97-study-falsely-classifies-scientists.html	http://www.skepticalscience.com/climate-contrarians-accidentally-confirm-97-percent-consensus.html
9184	http://wattsupwiththat.com/2013/08/28/cooks-97-climate-consensus-paper-crumbles-upon-examination/	http://www.skepticalscience.com/climate-contrarians-accidentally-confirm-97-percent-consensus.html
9185	http://wattsupwiththat.com/2013/11/20/the-97-consensus-myth-busted-by-a-real-survey/	http://www.skepticalscience.com/climate-contrarians-accidentally-confirm-97-percent-consensus.html
9186	http://www.washingtonpost.com/opinions/george-will-college-become-the-victims-of-progressivism/2014/06/06/e90e73b4-eb50-11e3-9f5c-9075d5508f0a_story.html	http://drjengunter.wordpress.com/2014/06/11/an-obgyn-writes-to-george-will-about-college-rape/
9187	http://www.washingtonpost.com/opinions/george-will-college-become-the-victims-of-progressivism/2014/06/06/e90e73b4-eb50-11e3-9f5c-9075d5508f0a_story.html	http://www.theguardian.com/commentisfree/2014/jun/10/campus-rape-victims-survivor-privilege-george-will
9189	http://finance.yahoo.com/news/cdcs-vaccine-safety-research-exposed-115600020.html	http://scienceblogs.com/insolence/2013/04/03/brian-hooker-criticizes-a-vaccine-safety-study-hilarity-ensues/
9190	http://www.livingwhole.org/this-mama-isnt-scared-of-the-shmeasle-measles/	http://www.skepticalraptor.com/skepticalraptorblog.php/papa-scared-shmeasles-measles/
9191	http://io9.com/heres-nasas-new-design-for-a-warp-drive-ship-1588948192	http://jalopnik.com/the-painful-truth-about-nasas-warp-drive-spaceship-from-1590330763
9192	http://io9.com/5963263/how-nasa-will-build-its-very-first-warp-drive	http://jalopnik.com/the-painful-truth-about-nasas-warp-drive-spaceship-from-1590330763
9193	http://www.scienceworldreport.com/articles/15428/20140616/brain-injury-rates-rise-cities-bike-share-programs.htm	http://www.citylab.com/commute/2014/06/head-injuries-didnt-rise-in-bike-share-cities-they-actually-fell/372811/
9194	http://www.washingtonpost.com/news/to-your-health/wp/2014/06/12/cities-with-bike-share-programs-see-rise-in-cyclist-head-injuries/	http://www.citylab.com/commute/2014/06/head-injuries-didnt-rise-in-bike-share-cities-they-actually-fell/372811/
9195	http://www.npr.org/blogs/health/2014/06/12/321332737/brain-injuries-rose-in-cities-where-bike-sharing-rolled-out	http://www.citylab.com/commute/2014/06/head-injuries-didnt-rise-in-bike-share-cities-they-actually-fell/372811/
9196	http://www.kplu.org/post/study-finds-bike-shares-increase-proportion-head-injuries-seattle-offer-helmets?nopop=1	http://www.citylab.com/commute/2014/06/head-injuries-didnt-rise-in-bike-share-cities-they-actually-fell/372811/
9200	http://hsnewsbeat.uw.edu/story/communal-cycling-linked-more-head-injuries	http://www.citylab.com/commute/2014/06/head-injuries-didnt-rise-in-bike-share-cities-they-actually-fell/372811/
9201	http://hsnewsbeat.uw.edu/story/communal-cycling-linked-more-head-injuries	http://usa.streetsblog.org/2014/06/13/wapo-is-wrong-head-injuries-are-down-not-up-in-bike-share-cities/
9202	http://www.npr.org/blogs/health/2014/06/12/321332737/brain-injuries-rose-in-cities-where-bike-sharing-rolled-out	http://usa.streetsblog.org/2014/06/13/wapo-is-wrong-head-injuries-are-down-not-up-in-bike-share-cities/
9203	http://www.scienceworldreport.com/articles/15428/20140616/brain-injury-rates-rise-cities-bike-share-programs.htm	http://usa.streetsblog.org/2014/06/13/wapo-is-wrong-head-injuries-are-down-not-up-in-bike-share-cities/
9204	http://www.washingtonpost.com/news/to-your-health/wp/2014/06/12/cities-with-bike-share-programs-see-rise-in-cyclist-head-injuries/	http://usa.streetsblog.org/2014/06/13/wapo-is-wrong-head-injuries-are-down-not-up-in-bike-share-cities/
9205	http://www.kplu.org/post/study-finds-bike-shares-increase-proportion-head-injuries-seattle-offer-helmets?nopop=1	http://usa.streetsblog.org/2014/06/13/wapo-is-wrong-head-injuries-are-down-not-up-in-bike-share-cities/
9207	http://www.buzzfeed.com/aj8/11-reasons-why-bonobos-are-the-coolest-and-sexies-cfe3	http://www.skepticink.com/incredulous/2014/06/13/questioning-sexy-bonobo-hype/
9208	http://abcnews.go.com/ThisWeek/week-transcript-house-majority-leader-eric-cantor/story?id=24131832&singlePage=true	http://www.fair.org/blog/2014/06/16/debating-iraq-in-2014-wrong-all-over-again/?utm_source=rss&utm_medium=rss&utm_campaign=debating-iraq-in-2014-wrong-all-over-again
9209	http://www.forbes.com/sites/jamestaylor/2013/02/13/peer-reviewed-survey-finds-majority-of-scientists-skeptical-of-global-warming-crisis/	http://scienceblogs.com/denialism/2013/02/15/denialism-from-forbes-courtesy-of-heartland-hack-james-taylor/
9210	http://www.abovetopsecret.com/forum/thread572630/pg1	http://www.skepticink.com/incredulous/2014/06/13/questioning-sexy-bonobo-hype/
9211	http://abcnews.go.com/Nightline/story?id=7114519&page=1	http://www.skepticink.com/incredulous/2014/06/13/questioning-sexy-bonobo-hype/
9212	http://www.salon.com/2010/06/27/sex_at_dawn_interview/	http://www.skepticink.com/incredulous/2014/06/13/questioning-sexy-bonobo-hype/
9213	http://www.dailymail.co.uk/femail/article-2286682/Monogamy-natural-men-AND-women-equally-promiscuous-TED-lecturer-reveals.html	http://www.skepticink.com/incredulous/2014/06/13/questioning-sexy-bonobo-hype/
9215	http://www.xearththeory.com/	http://rationalwiki.org/wiki/Expanding_Earth
9217	http://www.xearththeory.com/	http://en.wikipedia.org/wiki/Expanding_Earth
9218	http://dictionary.reference.com/browse/abiogenesis	http://www.talkorigins.org/faqs/abioprob/
9220	http://www.sciencedirect.com/science/article/pii/S0531556503001554	/pmc/articles/PMC1371037/
9221	http://www.ncbi.nlm.nih.gov/pubmed/12954478	/pmc/articles/PMC1371037/
9222	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1369265/	/pmc/articles/PMC1371037/
9223	http://embor.embopress.org/content/6/S1/S49	/pmc/articles/PMC1371037/
9224	http://onlinelibrary.wiley.com/doi/10.1038/sj.embor.7400399/abstract	/pmc/articles/PMC1371037/
9225	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1371037/#b3	/content/6/11/1000
9226	http://www.ncbi.nlm.nih.gov/pubmed/16264422	/content/6/11/1000
9227	http://discovery.ucl.ac.uk/134719/	/content/6/11/1000
9228	http://onlinelibrary.wiley.com/doi/10.1038/sj.embor.7400555/abstract	/content/6/11/1000
9229	http://www.readcube.com/articles/10.1038/sj.embor.7400555	/content/6/11/1000
9230	http://connection.ebscohost.com/c/articles/18727813/science-fact-sens-agenda	/content/6/11/1000
9231	http://www.unboundmedicine.com/medline/citation/16264422/Science_fact_and_the_SENS_agenda__What_can_we_reasonably_expect_from_ageing_research	/content/6/11/1000
9232	http://deepblue.lib.umich.edu/handle/2027.42/102054	/content/6/11/1000
